grid rho1 rho2 rho3 rho4 rho5 rho6 rho7 rho8 rho9 rho10 rho11 rho12 rho13 rho14 rho15 rho16 rho17 rho18 rho19 rho20 rho21 rho22 rho23 rho24 
0.40499999999999997 5.20255633090598e-5 0.001812485771137155 0.007972593626719322 0.026088099911262444 0.06224130372380625 0.12069709520514528 0.19902098408950972 0.29345221858887616 0.3971818319722086 0.5068180556734584 0.6175054894843958 0.7291909801088449 0.8394301835215964 0.9514052445413121 1.0643191245756367 1.1848407181753213 1.3132081218771654 1.4617924508644007 1.631407788627479 1.8464031393152673 2.117053158955031 2.4706243273697526 3.010036997622155 3.8826637948721583 
0.41500000000000004 4.8289135320608856e-5 0.0007086924965782468 0.004812108480768055 0.015844604689688895 0.04065003979222864 0.08274349703371366 0.14388319030179977 0.22051780333697488 0.30969711145626366 0.4059182897536628 0.5073481721579847 0.610018249211438 0.714981616609423 0.8199676452385513 0.9293454380724369 1.041934994828698 1.1668820686155255 1.3032073381776048 1.4698148356086371 1.6654151870858547 1.9238823020977704 2.2880513211133375 2.7975741765437503 3.6511772871544093 
0.425 7.5352568372488715e-6 0.0005925928329464456 0.0025118915521385237 0.009693332583866074 0.025878467877809338 0.056232317763054894 0.10203779972626661 0.16369595459997963 0.23745840280910363 0.3212985587467256 0.4106096851130966 0.5047443925703718 0.6001691902024888 0.6989695514747116 0.7986031938470658 0.9049891056109529 1.0156462615921187 1.1436149249221759 1.2841783194038805 1.4661285780541546 1.6897624425318412 1.9731198274374921 2.415720182943748 3.1142173202737755 
0.43500000000000005 -1.4121989200255314e-5 6.310180707368163e-5 0.0015794504132867794 0.005696641783763242 0.016574041008253666 0.03735667640130547 0.07171762009299154 0.11936231694440488 0.1801726404535109 0.2505114042528522 0.3292024087066625 0.4121618847467944 0.49972315719254373 0.5883185707244677 0.6811276602201796 0.7745637497763032 0.8767623826224931 0.9819827371266934 1.109542357393781 1.246513465529062 1.4260705036104266 1.6791889110913154 1.9765366522416263 2.4175540256135197 
0.44499999999999995 -2.3121386281445278e-5 5.7982391097645414e-5 0.0006453993635786295 0.003505610126644889 0.010191344046679316 0.02482882910736907 0.04936857390551185 0.08634604966652097 0.1345343369043089 0.19377967793426826 0.2606154002809045 0.33461625956151875 0.41184561634501937 0.49351899056285525 0.5753996594270178 0.6620132304378415 0.7473101839717716 0.8429451483930187 0.9361015068298912 1.0550565788666686 1.1825507691408825 1.3096301503313499 1.502369446152199 1.7157748489762001 
0.455 -8.01747083289256e-6 1.038777623241921e-5 0.0005399608402725884 0.0019125951958607907 0.006491791663486074 0.015986614936872034 0.033940671328442765 0.06133017759929359 0.09991818548388327 0.1479884002632255 0.20559250037968196 0.2693481665209842 0.33948098603418764 0.41176314651692814 0.48825488908767756 0.5631167167009202 0.6427542413493967 0.716125417312367 0.8008881554483696 0.8713008588106866 0.954183856489703 1.0759178893019148 1.1358931762273625 1.1257952993635476 
0.46499999999999997 6.28218583959006e-6 -5.553168637949246e-6 5.783481491277928e-5 0.0011897460187440534 0.003808274818296593 0.010493794574307505 0.0227562443581832 0.043590601337599046 0.07320966664942294 0.11302828859778961 0.16107936698270436 0.21770600042350366 0.2794146839334265 0.34692931899019913 0.4151956091229235 0.48705832542264327 0.5538042844821062 0.6245018546582981 0.6792293655831814 0.7443430488081334 0.7885184273262035 0.7679838308767493 0.7732552343571154 0.6935501205778766 
0.47500000000000003 1.0560793685561454e-5 -1.577239107427436e-5 5.503561257714368e-5 0.0005144358532812275 0.0024832110871821945 0.0065336005765294315 0.015530774487902297 0.03051086258071937 0.0540960991604493 0.08601105869082142 0.12758424694528672 0.17665700771893017 0.23380425437300942 0.2951142920407493 0.3615702581017481 0.42663272393010543 0.4937818530192052 0.5498151648685586 0.6072291793841788 0.6338511234977601 0.6474197220089567 0.6938372098694306 0.6295945438413432 0.41974860239662737 
0.485 3.5733221130304638e-6 -4.393693501213158e-6 1.4054681977439254e-5 0.00041729768740753244 0.001313068479448119 0.0043848922669932405 0.010356816535697363 0.022001541791442925 0.04012218983297359 0.06714984710071627 0.10250220640110816 0.14750282899161357 0.1996621103345397 0.2596082723689555 0.3225427919181329 0.38947603976603096 0.45136820221714824 0.5124951601806984 0.5524104792472183 0.5875362314069734 0.590048137424573 0.46239217386508963 0.3542763431146104 0.23645900130978525 
0.49500000000000005 -3.7013520698056523e-6 4.846806801912795e-6 1.8579497064116768e-6 5.0921974294659486e-5 0.0009318477035731142 0.00275437596858317 0.007547513603169218 0.016200863195019913 0.03158679249028794 0.05434063128656793 0.08681340212598114 0.1280819394723362 0.17937213163702168 0.2375336663983218 0.30304768693988454 0.36949382059088176 0.4379923180835449 0.49495774513287766 0.5473210409014614 0.5618723996055316 0.5450554249017876 0.5676517129437969 0.4749561184112714 0.21163630537790468 
0.5050000000000001 -4.232699139967988e-6 7.114027076107754e-6 -5.989587479639236e-6 4.7698368910512046e-5 0.00044317229625913217 0.002263778514374976 0.005795323846910548 0.013653210934684645 0.026894551882369062 0.04854041455586676 0.07899967636419845 0.12045587124416993 0.17140677280406258 0.2327851752082949 0.3003216393447936 0.3742373261261534 0.44545436648217596 0.5157957175113851 0.5638356968519652 0.6019219814761365 0.5938441353380406 0.45527085974471665 0.25862382365242353 0.10633338252489366 
0.515 -3.674731159988842e-6 5.674691568556545e-6 -4.6990900840621075e-6 4.420221666337834e-5 0.0006195639887390109 0.0019648534176798862 0.005881547911108093 0.013240387249589206 0.027142434111713055 0.048749803980364007 0.08104776892676421 0.12396089677425308 0.17927438980551555 0.24459158864780692 0.32038174561260696 0.4007947594840426 0.48579540621293194 0.562587880781583 0.6341789025354471 0.6699274184756914 0.6708654198519757 0.675030958347118 0.5510087915027215 0.2671991957578498 
0.525 -3.5559278941527106e-6 3.780299511445262e-6 4.7424884349472896e-6 4.591755149102941e-5 0.0006309707712560779 0.0027661277261949516 0.007009689285845076 0.016209065653176702 0.0317471288413672 0.056996664738927096 0.09286223471716083 0.14192888230337625 0.20331137888890335 0.278218574126871 0.36311665884462213 0.4580552088902591 0.5551844788708761 0.6546202003473963 0.7386115950812961 0.8113816628446353 0.8438622391765344 0.770080905430676 0.6559566239198517 0.42935189040927935 
0.5349999999999999 3.875104644113225e-6 -7.874075934506675e-6 1.6122959610887638e-5 0.0003630541423432689 0.00141869561429862 0.0040033946972414195 0.010492974069898449 0.022276389360190076 0.042824007733702124 0.07360055817222158 0.117697214562799 0.17528339977087465 0.2482752905890796 0.33480310978395805 0.43561982419002937 0.5459581604066565 0.6660710942689567 0.7854634925508971 0.9063090179439148 1.0034108373792225 1.0772994057194323 1.1243304411200155 1.0544858026363664 0.7825690542158283 
0.545 9.499657295693187e-6 -1.438482681269393e-5 5.939579451443369e-5 0.0005594136811767902 0.002283758182583138 0.006931309713685075 0.016182820436359782 0.033577327086711274 0.06098783305142873 0.10180382710870428 0.15683019749142024 0.22840054708200974 0.3157150582110323 0.42012133953719233 0.5389156804540548 0.673008261027795 0.8165822047104807 0.9715443215064755 1.124367017192086 1.2815154736984125 1.4163466297572809 1.495566917945026 1.5240854369796613 1.359294551563674 
0.555 7.800068113454628e-6 -1.4019705880247146e-5 6.0849345033010815e-5 0.0012007519765525835 0.004346044852731202 0.011386330005321715 0.026120565900822866 0.05089580050597034 0.08948658954006958 0.14315109895181666 0.214389234639704 0.3029249416970289 0.4103318582647374 0.5351035229667677 0.6786035803068411 0.8379411008577997 1.0153318862538336 1.2049227413417178 1.4122490180458454 1.6232976205424472 1.8438362775915065 2.0710821033328775 2.2322115200650714 2.250394982925502 
0.565 -1.2458425226700987e-5 3.396759745630251e-5 0.0005847955024504588 0.0022641332996563377 0.007316843629151613 0.019218892366991383 0.041097816390762335 0.07742579944833806 0.13005962178346364 0.20164630483310722 0.29207361040342633 0.40276053483433766 0.5326173748997594 0.683040252966067 0.8526166888069836 1.043812851515178 1.254814008406967 1.4911015900160483 1.7489251437531526 2.041161560242373 2.361568603831712 2.709116543982054 3.092217364408063 3.4646295046834545 
0.575 -1.1093237862677685e-5 4.339331663551563e-5 0.0008753636970187332 0.004197457479425968 0.012835330982165433 0.031079799256466784 0.06417637024551905 0.11502817120757325 0.18667329352664783 0.2790930358980349 0.3932981312564382 0.5280145367071271 0.6841928317968213 0.8607934705438259 1.0600959327075428 1.281983923800715 1.5317221923544264 1.810386446767024 2.130290614630792 2.4936772385339325 2.9255863845864103 3.4521062045889237 4.082481924997579 4.904374664696862 
0.5850000000000001 1.630989636663277e-5 0.00037461696636626775 0.002010435630299531 0.007370667244704964 0.021329606774109656 0.049798230855205426 0.09725674264192871 0.16765984116225655 0.26129245463151646 0.37868503716530155 0.5179832091846174 0.679271560602323 0.8610940740945398 1.065021782005483 1.291200310648651 1.5441251988775786 1.826416793567488 2.148396895830096 2.5167951563031696 2.95549327587284 3.484852800379796 4.1469795652476185 5.0397372882011755 6.326234901747088 
0.595 2.0809250106390564e-5 0.0005541977836428982 0.003411055917958497 0.01289848388547443 0.03527470972502916 0.07723204434979483 0.14429597316186626 0.237524411012929 0.3571135430798684 0.5003738769324869 0.6661929221209666 0.8521402142901174 1.0586451481717936 1.2852441657160234 1.535222363133066 1.8109801814428121 2.120498677136355 2.470664506101394 2.879266281430826 3.362824397632537 3.961854850202725 4.7380017034470185 5.800761411814862 7.407271740418464 
0.605 6.730793070900548e-5 0.0012230243646985193 0.006481339789364375 0.02190374038326319 0.05631295353262949 0.11732844575453984 0.20779406642905726 0.3280177086937909 0.4743221601558113 0.6440899942602292 0.8334661864063855 1.041409772474512 1.266338916276522 1.510092525721993 1.774042147339236 2.06385943033254 2.38482862147607 2.749174037769135 3.1690288407501725 3.671413130172089 4.288369650514165 5.081164791110492 6.187270816825114 7.851355235410525 
